Datetime,Open,High,Low,Close,Adj Close,Volume
2024-02-23 09:15:00+05:30,2563.5,2564.0,2555.449951171875,2555.449951171875,2555.449951171875,0
2024-02-23 09:16:00+05:30,2553.949951171875,2556.39990234375,2552.300048828125,2554.699951171875,2554.699951171875,4251
2024-02-23 09:17:00+05:30,2553.550048828125,2557.89990234375,2553.300048828125,2557.10009765625,2557.10009765625,4581
2024-02-23 09:18:00+05:30,2557.89990234375,2563.39990234375,2557.10009765625,2563.39990234375,2563.39990234375,2813
2024-02-23 09:19:00+05:30,2562.14990234375,2563.0,2560.699951171875,2561.64990234375,2561.64990234375,1962
2024-02-23 09:20:00+05:30,2561.14990234375,2561.5,2560.10009765625,2561.5,2561.5,1982
2024-02-23 09:21:00+05:30,2561.0,2561.0,2557.64990234375,2557.64990234375,2557.64990234375,1561
2024-02-23 09:22:00+05:30,2557.60009765625,2558.300048828125,2556.10009765625,2558.300048828125,2558.300048828125,1427
2024-02-23 09:23:00+05:30,2558.300048828125,2559.800048828125,2557.64990234375,2558.550048828125,2558.550048828125,884
2024-02-23 09:24:00+05:30,2558.5,2558.5,2554.699951171875,2554.699951171875,2554.699951171875,1271
2024-02-23 09:25:00+05:30,2554.550048828125,2555.25,2552.89990234375,2553.14990234375,2553.14990234375,1091
2024-02-23 09:26:00+05:30,2555.64990234375,2557.14990234375,2555.39990234375,2556.39990234375,2556.39990234375,1359
2024-02-23 09:27:00+05:30,2556.39990234375,2556.39990234375,2553.0,2554.14990234375,2554.14990234375,738
2024-02-23 09:28:00+05:30,2554.14990234375,2556.39990234375,2553.0,2556.25,2556.25,1582
2024-02-23 09:29:00+05:30,2556.300048828125,2557.0,2556.10009765625,2556.10009765625,2556.10009765625,1285
2024-02-23 09:30:00+05:30,2556.050048828125,2556.5,2555.10009765625,2556.5,2556.5,1456
2024-02-23 09:31:00+05:30,2557.89990234375,2559.64990234375,2555.25,2556.14990234375,2556.14990234375,1875
2024-02-23 09:32:00+05:30,2556.14990234375,2556.14990234375,2552.85009765625,2555.5,2555.5,1234
2024-02-23 09:33:00+05:30,2555.5,2557.14990234375,2554.0,2556.89990234375,2556.89990234375,2251
2024-02-23 09:34:00+05:30,2556.89990234375,2556.89990234375,2554.550048828125,2556.35009765625,2556.35009765625,1060
2024-02-23 09:35:00+05:30,2556.85009765625,2558.64990234375,2556.85009765625,2558.550048828125,2558.550048828125,1174
2024-02-23 09:36:00+05:30,2558.550048828125,2561.10009765625,2557.300048828125,2561.10009765625,2561.10009765625,2549
2024-02-23 09:37:00+05:30,2562.0,2563.39990234375,2560.550048828125,2561.64990234375,2561.64990234375,736
2024-02-23 09:38:00+05:30,2561.64990234375,2562.0,2558.10009765625,2558.89990234375,2558.89990234375,821
2024-02-23 09:39:00+05:30,2559.0,2559.0,2557.10009765625,2558.050048828125,2558.050048828125,608
2024-02-23 09:40:00+05:30,2558.39990234375,2559.0,2557.5,2559.0,2559.0,667
2024-02-23 09:41:00+05:30,2559.0,2562.60009765625,2558.85009765625,2562.0,2562.0,751
