Datetime,Open,High,Low,Close,Adj Close,Volume
2024-02-23 09:15:00+05:30,1497.9000244140625,1497.9000244140625,1493.449951171875,1495.0,1495.0,0
2024-02-23 09:16:00+05:30,1495.1500244140625,1495.4000244140625,1494.1500244140625,1494.1500244140625,1494.1500244140625,10264
2024-02-23 09:17:00+05:30,1494.1500244140625,1495.300048828125,1493.3499755859375,1494.550048828125,1494.550048828125,8539
2024-02-23 09:18:00+05:30,1494.3499755859375,1495.199951171875,1494.1500244140625,1495.199951171875,1495.199951171875,5311
2024-02-23 09:19:00+05:30,1495.1500244140625,1495.75,1493.5999755859375,1493.5999755859375,1493.5999755859375,11465
2024-02-23 09:20:00+05:30,1492.9000244140625,1493.8499755859375,1491.449951171875,1493.5,1493.5,9475
2024-02-23 09:21:00+05:30,1493.5999755859375,1494.8499755859375,1493.300048828125,1494.1500244140625,1494.1500244140625,5279
2024-02-23 09:22:00+05:30,1494.1500244140625,1494.949951171875,1494.050048828125,1494.949951171875,1494.949951171875,5135
2024-02-23 09:23:00+05:30,1494.8499755859375,1496.949951171875,1494.1500244140625,1495.6500244140625,1495.6500244140625,12577
2024-02-23 09:24:00+05:30,1495.5999755859375,1496.3499755859375,1495.0,1496.1500244140625,1496.1500244140625,4358
2024-02-23 09:25:00+05:30,1496.300048828125,1501.699951171875,1495.949951171875,1501.550048828125,1501.550048828125,15499
2024-02-23 09:26:00+05:30,1501.300048828125,1503.0999755859375,1499.300048828125,1499.5,1499.5,26516
2024-02-23 09:27:00+05:30,1499.9000244140625,1499.9000244140625,1495.4000244140625,1496.5999755859375,1496.5999755859375,10586
2024-02-23 09:28:00+05:30,1496.4000244140625,1497.949951171875,1495.5,1497.4000244140625,1497.4000244140625,3342
2024-02-23 09:29:00+05:30,1497.3499755859375,1497.3499755859375,1496.300048828125,1496.4000244140625,1496.4000244140625,4833
2024-02-23 09:30:00+05:30,1496.949951171875,1497.5,1496.050048828125,1497.300048828125,1497.300048828125,3501
2024-02-23 09:31:00+05:30,1497.300048828125,1497.949951171875,1496.8499755859375,1497.9000244140625,1497.9000244140625,4183
2024-02-23 09:32:00+05:30,1497.0,1497.6500244140625,1496.0,1496.0,1496.0,5822
2024-02-23 09:33:00+05:30,1496.0,1496.0,1492.1500244140625,1493.199951171875,1493.199951171875,14514
2024-02-23 09:34:00+05:30,1493.199951171875,1494.550048828125,1491.5999755859375,1494.550048828125,1494.550048828125,8120
2024-02-23 09:35:00+05:30,1494.4000244140625,1495.6500244140625,1493.699951171875,1494.9000244140625,1494.9000244140625,4617
2024-02-23 09:36:00+05:30,1494.449951171875,1496.0999755859375,1494.449951171875,1495.8499755859375,1495.8499755859375,2670
2024-02-23 09:37:00+05:30,1495.699951171875,1496.6500244140625,1495.449951171875,1495.5,1495.5,5251
2024-02-23 09:38:00+05:30,1496.0999755859375,1499.449951171875,1495.8499755859375,1499.25,1499.25,9064
2024-02-23 09:39:00+05:30,1498.3499755859375,1501.800048828125,1498.050048828125,1501.25,1501.25,17315
2024-02-23 09:40:00+05:30,1501.6500244140625,1502.6500244140625,1501.0999755859375,1501.5,1501.5,14001
2024-02-23 09:41:00+05:30,1501.4000244140625,1501.550048828125,1500.199951171875,1501.199951171875,1501.199951171875,10495
2024-02-23 09:42:00+05:30,1500.8499755859375,1501.550048828125,1500.0,1500.6500244140625,1500.6500244140625,4888
2024-02-23 09:43:00+05:30,1500.6500244140625,1501.199951171875,1500.0,1500.699951171875,1500.699951171875,8562
